,run,FolderName,Env,SampleID,Bat,Cow,Human,Unknown,Bat_std,Cow_std,Human_std,Unknown_std
0,1,Bat_3Sources_DrawNo4_r1,Bat_3Sources_DrawNo4,Bat-poo-6,0.40645,0.0001,0.0,0.59345,0.0104174133065747,0.0002,0.0,0.0104700764085082
1,1,Bat_3Sources_DrawNo4_r1,Bat_3Sources_DrawNo4,Bat-poo-4,0.8697500000000001,0.0,0.0,0.13025,0.0011884864324004,0.0,0.0,0.0011884864324004
0,2,Bat_3Sources_DrawNo4_r2,Bat_3Sources_DrawNo4,Bat-poo-6,0.4282999999999999,0.0,0.0,0.5717,0.0116623325282723,0.0,0.0,0.0116623325282723
1,2,Bat_3Sources_DrawNo4_r2,Bat_3Sources_DrawNo4,Bat-poo-4,0.8681500000000002,5e-05,0.0,0.1318,0.0006726812023536,0.00015,0.0,0.0006403124237432
0,3,Bat_3Sources_DrawNo4_r3,Bat_3Sources_DrawNo4,Bat-poo-6,0.4014,0.0,0.0,0.5986,0.0074155242565849,0.0,0.0,0.0074155242565849
1,3,Bat_3Sources_DrawNo4_r3,Bat_3Sources_DrawNo4,Bat-poo-4,0.8679500000000001,0.0,0.0,0.13205,0.00135,0.0,0.0,0.00135
0,4,Bat_3Sources_DrawNo4_r4,Bat_3Sources_DrawNo4,Bat-poo-6,0.41585,0.0,0.0,0.58415,0.0102690067679401,0.0,0.0,0.0102690067679401
1,4,Bat_3Sources_DrawNo4_r4,Bat_3Sources_DrawNo4,Bat-poo-4,0.8686,0.0,0.0,0.1314,0.001157583690279,0.0,0.0,0.001157583690279
0,5,Bat_3Sources_DrawNo4_r5,Bat_3Sources_DrawNo4,Bat-poo-6,0.3939,0.0001,0.0,0.6060000000000001,0.0096067684472979,0.0003,0.0,0.0095131487952202
1,5,Bat_3Sources_DrawNo4_r5,Bat_3Sources_DrawNo4,Bat-poo-4,0.87065,5e-05,0.0,0.1293,0.0008674675786448,0.00015,0.0,0.0009
0,1,Bat_3Sources_DrawNo5_r1,Bat_3Sources_DrawNo5,Bat-poo-6,0.4439,5e-05,0.0,0.5560499999999999,0.0091727858363749,0.00015,0.0,0.0091198958327384
1,1,Bat_3Sources_DrawNo5_r1,Bat_3Sources_DrawNo5,Bat-poo-5,0.0317,0.0001,0.0,0.9682,0.0032341923257592,0.0002,0.0,0.0031320919526731
0,2,Bat_3Sources_DrawNo5_r2,Bat_3Sources_DrawNo5,Bat-poo-6,0.4319,5e-05,0.0,0.5680499999999999,0.0104062481231229,0.00015,0.0,0.0104986903945206
1,2,Bat_3Sources_DrawNo5_r2,Bat_3Sources_DrawNo5,Bat-poo-5,0.03015,5e-05,0.0,0.9698,0.0017613914953808,0.00015,0.0,0.0017776388834631
0,3,Bat_3Sources_DrawNo5_r3,Bat_3Sources_DrawNo5,Bat-poo-6,0.3977,5e-05,0.0,0.60225,0.0073830887845128,0.00015,0.0,0.0073561199011435
1,3,Bat_3Sources_DrawNo5_r3,Bat_3Sources_DrawNo5,Bat-poo-5,0.0332,5e-05,0.0,0.96675,0.0025709920264364,0.00015,0.0,0.0026004807247891
0,4,Bat_3Sources_DrawNo5_r4,Bat_3Sources_DrawNo5,Bat-poo-6,0.4215,0.0,0.0,0.5784999999999999,0.0093701654200979,0.0,0.0,0.0093701654200979
1,4,Bat_3Sources_DrawNo5_r4,Bat_3Sources_DrawNo5,Bat-poo-5,0.03265,0.0,0.0,0.96735,0.0033619190948028,0.0,0.0,0.0033619190948028
0,5,Bat_3Sources_DrawNo5_r5,Bat_3Sources_DrawNo5,Bat-poo-6,0.45675,0.0,0.0,0.54325,0.0124524094054122,0.0,0.0,0.0124524094054122
1,5,Bat_3Sources_DrawNo5_r5,Bat_3Sources_DrawNo5,Bat-poo-5,0.0334,0.0,0.0,0.9666,0.0039102429592034,0.0,0.0,0.0039102429592034
0,1,Bat_3Sources_DrawNo6_r1,Bat_3Sources_DrawNo6,Bat-poo-C,0.15435,0.0,0.0,0.84565,0.0041776189390608,0.0,0.0,0.0041776189390608
1,1,Bat_3Sources_DrawNo6_r1,Bat_3Sources_DrawNo6,Bat-poo-3,0.9452,5.000000000000001e-05,0.0,0.05475,0.0003316624790355,0.00015,0.0,0.0003354101966249
0,2,Bat_3Sources_DrawNo6_r2,Bat_3Sources_DrawNo6,Bat-poo-C,0.1591499999999999,0.0,0.0,0.84085,0.0084942627696581,0.0,0.0,0.0084942627696581
1,2,Bat_3Sources_DrawNo6_r2,Bat_3Sources_DrawNo6,Bat-poo-3,0.9887,0.0,0.0,0.0112999999999999,0.0007483314773547,0.0,0.0,0.0007483314773547
0,3,Bat_3Sources_DrawNo6_r3,Bat_3Sources_DrawNo6,Bat-poo-C,0.14985,0.0,0.0,0.85015,0.0082007621597019,0.0,0.0,0.008200762159702
1,3,Bat_3Sources_DrawNo6_r3,Bat_3Sources_DrawNo6,Bat-poo-3,0.94515,5e-05,0.0,0.0548,0.00045,0.00015,0.0,0.0004
0,4,Bat_3Sources_DrawNo6_r4,Bat_3Sources_DrawNo6,Bat-poo-C,0.14325,0.0,0.0,0.8567499999999999,0.0080970673703508,0.0,0.0,0.0080970673703508
1,4,Bat_3Sources_DrawNo6_r4,Bat_3Sources_DrawNo6,Bat-poo-3,0.98835,0.0001,0.0,0.01155,0.0008958236433584,0.0002,0.0,0.00085
0,5,Bat_3Sources_DrawNo6_r5,Bat_3Sources_DrawNo6,Bat-poo-C,0.1445499999999999,0.0,0.0,0.85545,0.0079951547827418,0.0,0.0,0.0079951547827418
1,5,Bat_3Sources_DrawNo6_r5,Bat_3Sources_DrawNo6,Bat-poo-3,0.98865,0.0001,0.0,0.01125,0.0005937171043518,0.0003,0.0,0.0005590169943749
0,1,Bat_3Sources_DrawNo7_r1,Bat_3Sources_DrawNo7,Bat-poo-6,0.3708,0.0,0.0,0.6292,0.0046054315758677,0.0,0.0,0.0046054315758677
1,1,Bat_3Sources_DrawNo7_r1,Bat_3Sources_DrawNo7,Bat-poo-C,0.0571,0.0,0.0,0.9429000000000002,0.0034263683398023,0.0,0.0,0.0034263683398023
0,2,Bat_3Sources_DrawNo7_r2,Bat_3Sources_DrawNo7,Bat-poo-6,0.3676499999999999,0.00015,0.0,0.6321999999999999,0.0046046172479371,0.0002291287847477,0.0,0.0045999999999999
1,2,Bat_3Sources_DrawNo7_r2,Bat_3Sources_DrawNo7,Bat-poo-C,0.05825,0.0,0.0,0.94175,0.0031642534664593,0.0,0.0,0.0031642534664593
0,3,Bat_3Sources_DrawNo7_r3,Bat_3Sources_DrawNo7,Bat-poo-6,0.37525,0.0,0.0,0.6247499999999999,0.0080163894615967,0.0,0.0,0.0080163894615967
1,3,Bat_3Sources_DrawNo7_r3,Bat_3Sources_DrawNo7,Bat-poo-C,0.0578,0.0001,0.0,0.9421000000000002,0.0037960505792204,0.0002,0.0,0.0038
0,4,Bat_3Sources_DrawNo7_r4,Bat_3Sources_DrawNo7,Bat-poo-6,0.37255,0.0,0.0,0.62745,0.0075678596710034,0.0,0.0,0.0075678596710033
1,4,Bat_3Sources_DrawNo7_r4,Bat_3Sources_DrawNo7,Bat-poo-C,0.0591499999999999,0.0,0.0,0.94085,0.0041656332051682,0.0,0.0,0.0041656332051682
0,5,Bat_3Sources_DrawNo7_r5,Bat_3Sources_DrawNo7,Bat-poo-6,0.368,5e-05,0.0,0.63195,0.0054589376255824,0.00015,0.0,0.0054518345536158
1,5,Bat_3Sources_DrawNo7_r5,Bat_3Sources_DrawNo7,Bat-poo-C,0.0591999999999999,5e-05,0.0,0.94075,0.0042731721238443,0.00015,0.0,0.0043717845326593
0,1,Bat_3Sources_DrawNo8_r1,Bat_3Sources_DrawNo8,Bat-poo-6,0.42565,5e-05,0.0,0.5743,0.0084114505288921,0.00015,0.0,0.0084534016821632
1,1,Bat_3Sources_DrawNo8_r1,Bat_3Sources_DrawNo8,Bat-poo-5,0.0332999999999999,0.0,0.0,0.9667,0.003472751070837,0.0,0.0,0.003472751070837
0,2,Bat_3Sources_DrawNo8_r2,Bat_3Sources_DrawNo8,Bat-poo-6,0.4331,0.0,0.0,0.5668999999999998,0.0104446158378372,0.0,0.0,0.0104446158378372
1,2,Bat_3Sources_DrawNo8_r2,Bat_3Sources_DrawNo8,Bat-poo-5,0.0313,0.0,0.0,0.9687,0.0042438190347845,0.0,0.0,0.0042438190347846
0,3,Bat_3Sources_DrawNo8_r3,Bat_3Sources_DrawNo8,Bat-poo-6,0.42275,0.0,0.0,0.57725,0.0067906185285289,0.0,0.0,0.0067906185285289
1,3,Bat_3Sources_DrawNo8_r3,Bat_3Sources_DrawNo8,Bat-poo-5,0.03195,0.0,0.0,0.96805,0.0065209278480903,0.0,0.0,0.0065209278480903
0,4,Bat_3Sources_DrawNo8_r4,Bat_3Sources_DrawNo8,Bat-poo-6,0.4226,0.0,0.0,0.5774000000000001,0.0109357212839391,0.0,0.0,0.0109357212839391
1,4,Bat_3Sources_DrawNo8_r4,Bat_3Sources_DrawNo8,Bat-poo-5,0.03325,5e-05,0.0,0.9667,0.002917618892179,0.00015,0.0,0.0028653097563788
0,5,Bat_3Sources_DrawNo8_r5,Bat_3Sources_DrawNo8,Bat-poo-6,0.4267,0.0,0.0,0.5732999999999999,0.0055235857918565,0.0,0.0,0.0055235857918565
1,5,Bat_3Sources_DrawNo8_r5,Bat_3Sources_DrawNo8,Bat-poo-5,0.03255,0.0,0.0,0.96745,0.0036568429006453,0.0,0.0,0.0036568429006453
0,1,Bat_3Sources_DrawNo9_r1,Bat_3Sources_DrawNo9,Bat-poo-4,0.01695,5e-05,0.0,0.983,0.0048961719741038,0.00015,0.0,0.0048476798574163
1,1,Bat_3Sources_DrawNo9_r1,Bat_3Sources_DrawNo9,Bat-poo-3,0.0183499999999999,0.0,0.0,0.98165,0.0082917127301903,0.0,0.0,0.0082917127301903
0,2,Bat_3Sources_DrawNo9_r2,Bat_3Sources_DrawNo9,Bat-poo-4,0.023,5e-05,0.0,0.97695,0.0075498344352707,0.00015,0.0,0.0075876544465335
1,2,Bat_3Sources_DrawNo9_r2,Bat_3Sources_DrawNo9,Bat-poo-3,0.0247,5e-05,0.0,0.97525,0.0086579443287653,0.00015,0.0,0.0086696309033314
0,3,Bat_3Sources_DrawNo9_r3,Bat_3Sources_DrawNo9,Bat-poo-4,0.01255,0.0,0.0,0.98745,0.0040401113846031,0.0,0.0,0.0040401113846031
1,3,Bat_3Sources_DrawNo9_r3,Bat_3Sources_DrawNo9,Bat-poo-3,0.01615,0.0001,0.0,0.9837500000000002,0.0037686204372422,0.0002,0.0,0.0037897889123274
0,4,Bat_3Sources_DrawNo9_r4,Bat_3Sources_DrawNo9,Bat-poo-4,0.0203,5e-05,0.0,0.97965,0.007701298591796,0.00015,0.0,0.0076780531386543
1,4,Bat_3Sources_DrawNo9_r4,Bat_3Sources_DrawNo9,Bat-poo-3,0.11865,5e-05,0.0,0.8813000000000001,0.2757200618380896,0.00015,0.0,0.275705567589775
0,5,Bat_3Sources_DrawNo9_r5,Bat_3Sources_DrawNo9,Bat-poo-4,0.01245,5e-05,0.0,0.9875,0.0035947878936037,0.00015,0.0,0.0035425979167836
1,5,Bat_3Sources_DrawNo9_r5,Bat_3Sources_DrawNo9,Bat-poo-3,0.0172,5e-05,0.0,0.98275,0.0062377880695002,0.00015,0.0,0.0062419948734358
0,1,Bat_3Sources_DrawNo10_r1,Bat_3Sources_DrawNo10,Bat-poo-6,0.40715,5e-05,0.0,0.5928,0.0063049583662384,0.00015,0.0,0.006341135544995
1,1,Bat_3Sources_DrawNo10_r1,Bat_3Sources_DrawNo10,Bat-poo-4,0.8679,0.0,0.0,0.1321,0.0007348469228349,0.0,0.0,0.0007348469228349
0,2,Bat_3Sources_DrawNo10_r2,Bat_3Sources_DrawNo10,Bat-poo-6,0.4118,0.0,0.0,0.5882,0.0066151341634164,0.0,0.0,0.0066151341634164
1,2,Bat_3Sources_DrawNo10_r2,Bat_3Sources_DrawNo10,Bat-poo-4,0.8666500000000001,0.0001,0.0,0.13325,0.001096585609973,0.0002,0.0,0.0011236102527122
0,3,Bat_3Sources_DrawNo10_r3,Bat_3Sources_DrawNo10,Bat-poo-6,0.40505,5e-05,0.0,0.5949,0.0091390645035473,0.00015,0.0,0.0090879040487892
1,3,Bat_3Sources_DrawNo10_r3,Bat_3Sources_DrawNo10,Bat-poo-4,0.8702500000000001,0.0001,0.0,0.12965,0.0014008925726121,0.0002,0.0,0.0013047988350699
0,4,Bat_3Sources_DrawNo10_r4,Bat_3Sources_DrawNo10,Bat-poo-6,0.4143,0.0,0.0,0.5856999999999999,0.006705221845696,0.0,0.0,0.006705221845696
1,4,Bat_3Sources_DrawNo10_r4,Bat_3Sources_DrawNo10,Bat-poo-4,0.86785,0.0001,0.0,0.13205,0.0011629703349612,0.0003,0.0,0.0011715374513859
0,5,Bat_3Sources_DrawNo10_r5,Bat_3Sources_DrawNo10,Bat-poo-6,0.41305,0.0,0.0,0.58695,0.0114813979985017,0.0,0.0,0.0114813979985017
1,5,Bat_3Sources_DrawNo10_r5,Bat_3Sources_DrawNo10,Bat-poo-4,0.8667,0.0,0.0,0.1333,0.0008124038404635,0.0,0.0,0.0008124038404635
0,1,Bat_4Sources_DrawNo1_r1,Bat_4Sources_DrawNo1,Bat-poo-6,0.3975499999999999,0.0,0.0,0.60245,0.0053593376456424,0.0,0.0,0.0053593376456424
0,2,Bat_4Sources_DrawNo1_r2,Bat_4Sources_DrawNo1,Bat-poo-6,0.4175000000000001,0.0001,0.0,0.5824,0.0048010415536631,0.0002,0.0,0.0048
0,3,Bat_4Sources_DrawNo1_r3,Bat_4Sources_DrawNo1,Bat-poo-6,0.38945,0.0001,0.0,0.6104499999999999,0.0046714558758485,0.0002,0.0,0.0046176292618615
0,4,Bat_4Sources_DrawNo1_r4,Bat_4Sources_DrawNo1,Bat-poo-6,0.3978,5e-05,0.0,0.60215,0.0054184868736576,0.00015,0.0,0.0054728877203904
0,5,Bat_4Sources_DrawNo1_r5,Bat_4Sources_DrawNo1,Bat-poo-6,0.4065999999999999,0.0,0.0,0.5933999999999999,0.0053935146240647,0.0,0.0,0.0053935146240647
0,1,Bat_4Sources_DrawNo2_r1,Bat_4Sources_DrawNo2,Bat-poo-4,0.8765499999999999,0.0,0.0,0.1234499999999999,0.0012134661099511,0.0,0.0,0.0012134661099511
0,2,Bat_4Sources_DrawNo2_r2,Bat_4Sources_DrawNo2,Bat-poo-4,0.87575,5e-05,0.0,0.1242,0.0008732124598286,0.00015,0.0,0.0007483314773547
0,3,Bat_4Sources_DrawNo2_r3,Bat_4Sources_DrawNo2,Bat-poo-4,0.87515,0.0,0.0,0.1248499999999999,0.0007762087348129,0.0,0.0,0.000776208734813
0,4,Bat_4Sources_DrawNo2_r4,Bat_4Sources_DrawNo2,Bat-poo-4,0.8749,0.0,0.0,0.1251,0.0009433981132056,0.0,0.0,0.0009433981132056
0,5,Bat_4Sources_DrawNo2_r5,Bat_4Sources_DrawNo2,Bat-poo-4,0.8754500000000001,0.0,0.0,0.1245499999999999,0.0007889866919029,0.0,0.0,0.0007889866919029
0,1,Bat_4Sources_DrawNo3_r1,Bat_4Sources_DrawNo3,Bat-poo-4,0.8729000000000001,0.0,0.0,0.1271,0.0005830951894845,0.0,0.0,0.0005830951894845
0,2,Bat_4Sources_DrawNo3_r2,Bat_4Sources_DrawNo3,Bat-poo-4,0.87675,0.0,0.0,0.12325,0.00075,0.0,0.0,0.00075
0,3,Bat_4Sources_DrawNo3_r3,Bat_4Sources_DrawNo3,Bat-poo-4,0.8739000000000001,0.0,0.0,0.1260999999999999,0.0009433981132056,0.0,0.0,0.0009433981132056
0,4,Bat_4Sources_DrawNo3_r4,Bat_4Sources_DrawNo3,Bat-poo-4,0.87625,5e-05,0.0,0.1236999999999999,0.0007826237921249,0.00015,0.0,0.0008426149773176
0,5,Bat_4Sources_DrawNo3_r5,Bat_4Sources_DrawNo3,Bat-poo-4,0.87705,0.0,0.0,0.12295,0.0010356157588604,0.0,0.0,0.0010356157588603
0,1,Bat_4Sources_DrawNo4_r1,Bat_4Sources_DrawNo4,Bat-poo-4,0.87415,0.0,0.0,0.12585,0.0006344288770224,0.0,0.0,0.0006344288770224
0,2,Bat_4Sources_DrawNo4_r2,Bat_4Sources_DrawNo4,Bat-poo-4,0.8755499999999999,0.0,0.0,0.1244499999999999,0.0008200609733428,0.0,0.0,0.0008200609733428
0,3,Bat_4Sources_DrawNo4_r3,Bat_4Sources_DrawNo4,Bat-poo-4,0.87475,0.0001,0.0,0.1251499999999999,0.0011011357772772,0.0002,0.0,0.001001249219725
0,4,Bat_4Sources_DrawNo4_r4,Bat_4Sources_DrawNo4,Bat-poo-4,0.8760499999999999,5e-05,0.0,0.1238999999999999,0.0013313526955694,0.00015,0.0,0.0013379088160259
0,5,Bat_4Sources_DrawNo4_r5,Bat_4Sources_DrawNo4,Bat-poo-4,0.87775,0.0,0.0,0.12225,0.0010062305898749,0.0,0.0,0.0010062305898749
0,1,Bat_4Sources_DrawNo5_r1,Bat_4Sources_DrawNo5,Bat-poo-6,0.3918,0.0,0.0,0.6082,0.0062257529665093,0.0,0.0,0.0062257529665093
0,2,Bat_4Sources_DrawNo5_r2,Bat_4Sources_DrawNo5,Bat-poo-6,0.4128999999999999,5e-05,0.0,0.58705,0.0068512772531842,0.00015,0.0,0.0068718629206351
0,3,Bat_4Sources_DrawNo5_r3,Bat_4Sources_DrawNo5,Bat-poo-6,0.3823999999999999,0.0,0.0,0.6175999999999999,0.0058,0.0,0.0,0.0058
0,4,Bat_4Sources_DrawNo5_r4,Bat_4Sources_DrawNo5,Bat-poo-6,0.41285,0.0,0.0,0.58715,0.0041895703837028,0.0,0.0,0.0041895703837028
0,5,Bat_4Sources_DrawNo5_r5,Bat_4Sources_DrawNo5,Bat-poo-6,0.40125,0.0,0.0,0.59875,0.006874772723516,0.0,0.0,0.006874772723516
0,1,Bat_4Sources_DrawNo6_r1,Bat_4Sources_DrawNo6,Bat-poo-5,0.0251,0.0,0.0,0.9749,0.0056868268832451,0.0,0.0,0.0056868268832451
0,2,Bat_4Sources_DrawNo6_r2,Bat_4Sources_DrawNo6,Bat-poo-5,0.0209999999999999,0.0,0.0,0.979,0.0018439088914585,0.0,0.0,0.0018439088914586
0,3,Bat_4Sources_DrawNo6_r3,Bat_4Sources_DrawNo6,Bat-poo-5,0.0231,0.0,0.0,0.9769,0.0042118879377305,0.0,0.0,0.0042118879377305
0,4,Bat_4Sources_DrawNo6_r4,Bat_4Sources_DrawNo6,Bat-poo-5,0.02675,0.0,0.0,0.97325,0.0033260336739125,0.0,0.0,0.0033260336739125
0,5,Bat_4Sources_DrawNo6_r5,Bat_4Sources_DrawNo6,Bat-poo-5,0.0242499999999999,0.0,0.0,0.97575,0.0023157072353818,0.0,0.0,0.0023157072353818
0,1,Bat_4Sources_DrawNo7_r1,Bat_4Sources_DrawNo7,Bat-poo-C,0.1162,0.0,0.0,0.8837999999999999,0.0064272855856885,0.0,0.0,0.0064272855856885
0,2,Bat_4Sources_DrawNo7_r2,Bat_4Sources_DrawNo7,Bat-poo-C,0.086,0.0,0.0,0.914,0.0065802735505448,0.0,0.0,0.0065802735505448
0,3,Bat_4Sources_DrawNo7_r3,Bat_4Sources_DrawNo7,Bat-poo-C,0.09805,0.0,0.0,0.90195,0.0097530764377195,0.0,0.0,0.0097530764377195
0,4,Bat_4Sources_DrawNo7_r4,Bat_4Sources_DrawNo7,Bat-poo-C,0.11015,0.0,0.0,0.8898499999999998,0.0080871812147373,0.0,0.0,0.0080871812147373
0,5,Bat_4Sources_DrawNo7_r5,Bat_4Sources_DrawNo7,Bat-poo-C,0.11305,0.0,0.0,0.8869499999999999,0.005520190214114,0.0,0.0,0.0055201902141139
0,1,Bat_4Sources_DrawNo8_r1,Bat_4Sources_DrawNo8,Bat-poo-4,0.8766999999999999,0.0001,0.0,0.1232,0.0010999999999999,0.0002,0.0,0.0011445523142259
0,2,Bat_4Sources_DrawNo8_r2,Bat_4Sources_DrawNo8,Bat-poo-4,0.87585,0.0,0.0,0.1241499999999999,0.001001249219725,0.0,0.0,0.001001249219725
0,3,Bat_4Sources_DrawNo8_r3,Bat_4Sources_DrawNo8,Bat-poo-4,0.8773,5.000000000000001e-05,0.0,0.12265,0.0007141428428542,0.00015,0.0,0.0006726812023536
0,4,Bat_4Sources_DrawNo8_r4,Bat_4Sources_DrawNo8,Bat-poo-4,0.8775000000000001,5e-05,0.0,0.12245,0.0009219544457292,0.00015,0.0,0.0010111874208078
0,5,Bat_4Sources_DrawNo8_r5,Bat_4Sources_DrawNo8,Bat-poo-4,0.8763500000000001,5e-05,0.0,0.1236,0.0007762087348129,0.00015,0.0,0.0007681145747868
0,1,Bat_4Sources_DrawNo9_r1,Bat_4Sources_DrawNo9,Bat-poo-6,0.41105,5e-05,0.0,0.5889,0.0039335098830433,0.00015,0.0,0.003954743986657
0,2,Bat_4Sources_DrawNo9_r2,Bat_4Sources_DrawNo9,Bat-poo-6,0.39175,5e-05,0.0,0.6082,0.0063057513430201,0.00015,0.0,0.0064039050586341
0,3,Bat_4Sources_DrawNo9_r3,Bat_4Sources_DrawNo9,Bat-poo-6,0.3993,0.0001,0.0,0.6005999999999998,0.004172529209005,0.0002,0.0,0.0041761226035642
0,4,Bat_4Sources_DrawNo9_r4,Bat_4Sources_DrawNo9,Bat-poo-6,0.4068499999999999,0.0,0.0,0.5931500000000001,0.0087007183611469,0.0,0.0,0.0087007183611469
0,5,Bat_4Sources_DrawNo9_r5,Bat_4Sources_DrawNo9,Bat-poo-6,0.4054999999999999,5e-05,0.0,0.5944499999999999,0.0064768819658844,0.00015,0.0,0.0064708963830369
0,1,Bat_4Sources_DrawNo10_r1,Bat_4Sources_DrawNo10,Bat-poo-5,0.0256,5e-05,0.0,0.97435,0.0042999999999999,0.00015,0.0,0.0042429353047153
0,2,Bat_4Sources_DrawNo10_r2,Bat_4Sources_DrawNo10,Bat-poo-5,0.0249499999999999,0.0,0.0,0.97505,0.0035668613654023,0.0,0.0,0.0035668613654023
0,3,Bat_4Sources_DrawNo10_r3,Bat_4Sources_DrawNo10,Bat-poo-5,0.0249499999999999,0.0,0.0,0.97505,0.0026119915773217,0.0,0.0,0.0026119915773217
0,4,Bat_4Sources_DrawNo10_r4,Bat_4Sources_DrawNo10,Bat-poo-5,0.0230499999999999,0.0,0.0,0.97695,0.0030532769281544,0.0,0.0,0.0030532769281544
0,5,Bat_4Sources_DrawNo10_r5,Bat_4Sources_DrawNo10,Bat-poo-5,0.0248499999999999,0.0,0.0,0.97515,0.0040003124877939,0.0,0.0,0.0040003124877939
0,1,Cow_1Sources_DrawNo1_r1,Cow_1Sources_DrawNo1,CA3_22062017,0.0,0.2718,0.0,0.7282,0.0,0.0135668714153263,0.0,0.0135668714153263
1,1,Cow_1Sources_DrawNo1_r1,Cow_1Sources_DrawNo1,CA4_06072017,0.00035,0.2515,0.0,0.7481500000000001,0.0003201562118716,0.0128646803302686,0.0,0.0129364794283452
2,1,Cow_1Sources_DrawNo1_r1,Cow_1Sources_DrawNo1,CA1_20062017,0.0,0.3349,5e-05,0.66505,0.0,0.0101483988884946,0.00015,0.0100857572844085
3,1,Cow_1Sources_DrawNo1_r1,Cow_1Sources_DrawNo1,CA5_06072017,0.0101,0.0394999999999999,0.0,0.9503999999999998,0.0008306623862918,0.0124979998399743,0.0,0.012368912644206
0,2,Cow_1Sources_DrawNo1_r2,Cow_1Sources_DrawNo1,CA3_22062017,0.0001,0.27105,0.0,0.7288500000000002,0.0002,0.011729130402549,0.0,0.0117240138178014
1,2,Cow_1Sources_DrawNo1_r2,Cow_1Sources_DrawNo1,CA4_06072017,0.0004,0.257,0.0,0.7426,0.0002,0.0183779759494891,0.0,0.0184496612435025
2,2,Cow_1Sources_DrawNo1_r2,Cow_1Sources_DrawNo1,CA1_20062017,0.0,0.33485,0.0,0.6651500000000001,0.0,0.0082251139809731,0.0,0.0082251139809731
3,2,Cow_1Sources_DrawNo1_r2,Cow_1Sources_DrawNo1,CA5_06072017,0.0096499999999999,0.0392,0.0,0.95115,0.0013973188612482,0.0117029910706622,0.0,0.0116104478811112
0,3,Cow_1Sources_DrawNo1_r3,Cow_1Sources_DrawNo1,CA3_22062017,0.0,0.2694999999999999,0.0,0.7304999999999999,0.0,0.0134201341274966,0.0,0.0134201341274966
1,3,Cow_1Sources_DrawNo1_r3,Cow_1Sources_DrawNo1,CA4_06072017,0.00035,0.2526,0.0,0.7470500000000001,0.0002291287847477,0.0138253390555168,0.0,0.013799365927462
2,3,Cow_1Sources_DrawNo1_r3,Cow_1Sources_DrawNo1,CA1_20062017,5e-05,0.33555,0.0,0.6644,0.00015,0.0176980931176214,0.0,0.0176419953520002
3,3,Cow_1Sources_DrawNo1_r3,Cow_1Sources_DrawNo1,CA5_06072017,0.01,0.03915,0.0,0.9508500000000002,0.0010954451150103,0.0108306278673029,0.0,0.0111715039274038
0,4,Cow_1Sources_DrawNo1_r4,Cow_1Sources_DrawNo1,CA3_22062017,0.0,0.2724999999999999,0.0,0.7275,0.0,0.0167943442860982,0.0,0.0167943442860982
1,4,Cow_1Sources_DrawNo1_r4,Cow_1Sources_DrawNo1,CA4_06072017,0.0003,0.2400499999999999,0.0,0.75965,0.0002449489742783,0.0112482220817336,0.0,0.0111804516903388
2,4,Cow_1Sources_DrawNo1_r4,Cow_1Sources_DrawNo1,CA1_20062017,0.0,0.32605,0.0,0.6739499999999999,0.0,0.0133593600146114,0.0,0.0133593600146114
3,4,Cow_1Sources_DrawNo1_r4,Cow_1Sources_DrawNo1,CA5_06072017,0.0096999999999999,0.0396,0.0,0.9506999999999998,0.0020760539492026,0.0143610584568129,0.0,0.0148057421293226
0,5,Cow_1Sources_DrawNo1_r5,Cow_1Sources_DrawNo1,CA3_22062017,0.0,0.27105,0.0,0.72895,0.0,0.0128772085484393,0.0,0.0128772085484393
1,5,Cow_1Sources_DrawNo1_r5,Cow_1Sources_DrawNo1,CA4_06072017,0.0003,0.2513500000000001,5e-05,0.7483000000000001,0.0002449489742783,0.0118723418077479,0.00015,0.0118642319599711
2,5,Cow_1Sources_DrawNo1_r5,Cow_1Sources_DrawNo1,CA1_20062017,5e-05,0.3269499999999999,0.0,0.6729999999999999,0.00015,0.0159866350430601,0.0,0.01601093376415
3,5,Cow_1Sources_DrawNo1_r5,Cow_1Sources_DrawNo1,CA5_06072017,0.0096499999999999,0.0346,5e-05,0.9557,0.00195,0.0067149087856798,0.00015,0.0074404300950953
0,1,Cow_1Sources_DrawNo2_r1,Cow_1Sources_DrawNo2,CA3_22062017,0.0,0.4524500000000001,0.0,0.54755,0.0,0.0083529934753955,0.0,0.0083529934753955
1,1,Cow_1Sources_DrawNo2_r1,Cow_1Sources_DrawNo2,CA4_06072017,0.0004,0.0924,0.0,0.9072,0.0002,0.0079617837197452,0.0,0.0080411441971898
2,1,Cow_1Sources_DrawNo2_r1,Cow_1Sources_DrawNo2,CA5_06072017,0.0101999999999999,0.0083,0.0,0.9815000000000002,0.0009,0.0042497058721751,0.0,0.004679743582719
3,1,Cow_1Sources_DrawNo2_r1,Cow_1Sources_DrawNo2,CA2_22062017,0.0013999999999999,0.3550999999999999,0.0,0.6435000000000001,0.0002,0.0104828431257936,0.0,0.0105451410611712
0,2,Cow_1Sources_DrawNo2_r2,Cow_1Sources_DrawNo2,CA3_22062017,0.0,0.4534000000000001,0.0,0.5466,0.0,0.0075425459892532,0.0,0.0075425459892532
1,2,Cow_1Sources_DrawNo2_r2,Cow_1Sources_DrawNo2,CA4_06072017,0.00045,0.0769499999999999,0.0,0.9226,0.00015,0.0087790944863351,0.0,0.0087914731416299
